0 0.0666667  0.5
0 0.133333  0.5
0 0.2  0.5
0 0.266667  0.5
0 0.333333  0.5
0 0.4  0.5
0 0.466667  0.5
0 0.533333  0.5
0 0.6  0.5
0 0.666667  0.5
0 0.733333  0.5
0 0.8  0.5
0 0.866667  0.5
0 0.933333  0.5
1 0.0666667  -0.5
1 0.133333  -0.5
1 0.2  -0.5
1 0.266667  -0.5
1 0.333333  -0.5
1 0.4  -0.5
1 0.466667  -0.5
1 0.533333  -0.5
1 0.6  -0.5
1 0.666667  -0.5
1 0.733333  -0.5
1 0.8  -0.5
1 0.866667  -0.5
1 0.933333  -0.5
0.0666667 0  0
0.133333 0  0
0.2 0  0
0.266667 0  0
0.333333 0  0
0.4 0  0
0.466667 0  0
0.533333 0  0
0.6 0  0
0.666667 0  0
0.733333 0  0
0.8 0  0
0.866667 0  0
0.933333 0  0
0.0666667 1  0
0.133333 1  0
0.2 1  0
0.266667 1  0
0.333333 1  0
0.4 1  0
0.466667 1  0
0.533333 1  0
0.6 1  0
0.666667 1  0
0.733333 1  0
0.8 1  0
0.866667 1  0
0.933333 1  0
0 0  0.5
0 1  0.5
1 0  -0.5
1 1  -0.5
