0.0666667 0.0666667  -0.166161
0.133333 0.0666667  -0.165038
0.2 0.0666667  -0.201431
0.266667 0.0666667  -0.157685
0.333333 0.0666667  -0.194786
0.4 0.0666667  -0.169508
0.466667 0.0666667  -0.203001
0.533333 0.0666667  -0.195337
0.6 0.0666667  -0.230819
0.666667 0.0666667  -0.243842
0.733333 0.0666667  -0.287805
0.8 0.0666667  -0.324496
0.866667 0.0666667  -0.379784
0.933333 0.0666667  -0.434563
0.0666667 0.133333  -0.0482411
0.133333 0.133333  -0.16123
0.2 0.133333  -0.162621
0.266667 0.133333  -0.143223
0.333333 0.133333  -0.136489
0.4 0.133333  -0.119945
0.466667 0.133333  -0.115633
0.533333 0.133333  -0.109288
0.6 0.133333  -0.116989
0.666667 0.133333  -0.131741
0.733333 0.133333  -0.166101
0.8 0.133333  -0.218833
0.866667 0.133333  -0.296168
0.933333 0.133333  -0.392349
0.0666667 0.2  -0.00942002
0.133333 0.2  -0.14379
0.2 0.2  -0.133504
0.266667 0.2  -0.10368
0.333333 0.2  -0.0774677
0.4 0.2  -0.051904
0.466667 0.2  -0.0351042
0.533333 0.2  -0.0234151
0.6 0.2  -0.0210537
0.666667 0.2  -0.0285484
0.733333 0.2  -0.0544759
0.8 0.2  -0.108909
0.866667 0.2  -0.203857
0.933333 0.2  -0.341093
0.0666667 0.266667  0.0217563
0.133333 0.266667  -0.123016
0.2 0.266667  -0.105594
0.266667 0.266667  -0.0670284
0.333333 0.266667  -0.0340601
0.4 0.266667  -0.00985407
0.466667 0.266667  0.00433074
0.533333 0.266667  0.0129947
0.6 0.266667  0.01811
0.666667 0.266667  0.0196467
0.733333 0.266667  0.00989469
0.8 0.266667  -0.0288444
0.866667 0.266667  -0.122905
0.933333 0.266667  -0.289869
0.0666667 0.333333  0.0517771
0.133333 0.333333  -0.101631
0.2 0.333333  -0.0836905
0.266667 0.333333  -0.0426474
0.333333 0.333333  -0.0116969
0.4 0.333333  0.0054372
0.466667 0.333333  0.0123674
0.533333 0.333333  0.0156695
0.6 0.333333  0.0200756
0.666667 0.333333  0.0276509
0.733333 0.333333  0.033726
0.8 0.333333  0.0186782
0.866667 0.333333  -0.0586499
0.933333 0.333333  -0.241707
0.0666667 0.4  0.0835915
0.133333 0.4  -0.079698
0.2 0.4  -0.0692186
0.266667 0.4  -0.0306425
0.333333 0.4  -0.00415243
0.4 0.4  0.00694895
0.466667 0.4  0.00863354
0.533333 0.4  0.00798441
0.6 0.4  0.010363
0.666667 0.4  0.0197319
0.733333 0.4  0.0359076
0.8 0.4  0.0430382
0.866667 0.4  -0.00930545
0.933333 0.4  -0.196738
0.0666667 0.466667  0.117989
0.133333 0.466667  -0.0559769
0.2 0.466667  -0.0606842
0.266667 0.466667  -0.0279045
0.333333 0.466667  -0.00476019
0.4 0.466667  0.00381482
0.466667 0.466667  0.00365836
0.533333 0.466667  0.00120196
0.6 0.466667  0.00167008
0.666667 0.466667  0.0103865
0.733333 0.466667  0.0310189
0.8 0.466667  0.0539346
0.866667 0.466667  0.0274329
0.933333 0.466667  -0.155659
0.0666667 0.533333  0.155659
0.133333 0.533333  -0.0274329
0.2 0.533333  -0.0539346
0.266667 0.533333  -0.0310189
0.333333 0.533333  -0.0103865
0.4 0.533333  -0.00167006
0.466667 0.533333  -0.00120195
0.533333 0.533333  -0.00365834
0.6 0.533333  -0.00381481
0.666667 0.533333  0.00476021
0.733333 0.533333  0.0279045
0.8 0.533333  0.0606842
0.866667 0.533333  0.0559769
0.933333 0.533333  -0.117989
0.0666667 0.6  0.196738
0.133333 0.6  0.00930546
0.2 0.6  -0.0430382
0.266667 0.6  -0.0359076
0.333333 0.6  -0.0197318
0.4 0.6  -0.010363
0.466667 0.6  -0.0079844
0.533333 0.6  -0.00863353
0.6 0.6  -0.00694894
0.666667 0.6  0.00415245
0.733333 0.6  0.0306425
0.8 0.6  0.0692186
0.866667 0.6  0.079698
0.933333 0.6  -0.0835915
0.0666667 0.666667  0.241707
0.133333 0.666667  0.0586499
0.2 0.666667  -0.0186782
0.266667 0.666667  -0.033726
0.333333 0.666667  -0.0276509
0.4 0.666667  -0.0200756
0.466667 0.666667  -0.0156695
0.533333 0.666667  -0.0123674
0.6 0.666667  -0.00543718
0.666667 0.666667  0.0116969
0.733333 0.666667  0.0426475
0.8 0.666667  0.0836905
0.866667 0.666667  0.101631
0.933333 0.666667  -0.0517771
0.0666667 0.733333  0.289869
0.133333 0.733333  0.122905
0.2 0.733333  0.0288444
0.266667 0.733333  -0.00989468
0.333333 0.733333  -0.0196467
0.4 0.733333  -0.01811
0.466667 0.733333  -0.0129947
0.533333 0.733333  -0.00433073
0.6 0.733333  0.00985409
0.666667 0.733333  0.0340602
0.733333 0.733333  0.0670284
0.8 0.733333  0.105594
0.866667 0.733333  0.123016
0.933333 0.733333  -0.0217563
0.0666667 0.8  0.341093
0.133333 0.8  0.203857
0.2 0.8  0.108909
0.266667 0.8  0.0544759
0.333333 0.8  0.0285484
0.4 0.8  0.0210537
0.466667 0.8  0.0234151
0.533333 0.8  0.0351042
0.6 0.8  0.051904
0.666667 0.8  0.0774677
0.733333 0.8  0.10368
0.8 0.8  0.133504
0.866667 0.8  0.14379
