0	0	0
0.05	0	0
0.1	0	0
0.15	0	0
0.2	0	0
0.25	0	0
0.3	0	0
0.35	0	0
0.4	0	0
0.45	0	0
0.5	0	0
0.55	0	0
0.6	0	1.6315e+11

0	0.05	0
0.05	0.05	-2.71599e+21
0.1	0.05	-4.54483e+21
0.15	0.05	-5.68434e+21
0.2	0.05	-6.40382e+21
0.25	0.05	-6.79583e+21
0.3	0.05	-6.92378e+21
0.35	0.05	-6.80036e+21
0.4	0.05	-6.41129e+21
0.45	0.05	-5.69212e+21
0.5	0.05	-4.55005e+21
0.55	0.05	-2.71587e+21
0.6	0.05	7.9653e+18

0	0.1	0
0.05	0.1	-4.54483e+21
0.1	0.1	-7.86089e+21
0.15	0.1	-1.00076e+22
0.2	0.1	-1.13736e+22
0.25	0.1	-1.21205e+22
0.3	0.1	-1.23636e+22
0.35	0.1	-1.21312e+22
0.4	0.1	-1.1391e+22
0.45	0.1	-1.00257e+22
0.5	0.1	-7.87312e+21
0.55	0.1	-4.54536e+21
0.6	0.1	1.53369e+19

0	0.15	0
0.05	0.15	-5.68434e+21
0.1	0.15	-1.00076e+22
0.15	0.15	-1.28934e+22
0.2	0.15	-1.47445e+22
0.25	0.15	-1.57563e+22
0.3	0.15	-1.60867e+22
0.35	0.15	-1.57757e+22
0.4	0.15	-1.47754e+22
0.45	0.15	-1.29247e+22
0.5	0.15	-1.00292e+22
0.55	0.15	-5.68718e+21
0.6	0.15	2.14718e+19

0	0.2	0
0.05	0.2	-6.40382e+21
0.1	0.2	-1.13736e+22
0.15	0.2	-1.47445e+22
0.2	0.2	-1.69069e+22
0.25	0.2	-1.80819e+22
0.3	0.2	-1.84637e+22
0.35	0.2	-1.8114e+22
0.4	0.2	-1.69561e+22
0.45	0.2	-1.47924e+22
0.5	0.2	-1.14065e+22
0.55	0.2	-6.4106e+21
0.6	0.2	2.59768e+19

0	0.25	0
0.05	0.25	-6.79583e+21
0.1	0.25	-1.21205e+22
0.15	0.25	-1.57563e+22
0.2	0.25	-1.80819e+22
0.25	0.25	-1.93305e+22
0.3	0.25	-1.97379e+22
0.35	0.25	-1.93767e+22
0.4	0.25	-1.81512e+22
0.45	0.25	-1.58217e+22
0.5	0.25	-1.21651e+22
0.55	0.25	-6.80757e+21
0.6	0.25	2.85984e+19

0	0.3	0
0.05	0.3	-6.92378e+21
0.1	0.3	-1.23636e+22
0.15	0.3	-1.60867e+22
0.2	0.3	-1.84637e+22
0.25	0.3	-1.97379e+22
0.3	0.3	-2.01555e+22
0.35	0.3	-1.97942e+22
0.4	0.3	-1.85473e+22
0.45	0.3	-1.61649e+22
0.5	0.3	-1.24177e+22
0.55	0.3	-6.94036e+21
0.6	0.3	2.92043e+19

0	0.35	0
0.05	0.35	-6.80036e+21
0.1	0.35	-1.21312e+22
0.15	0.35	-1.57757e+22
0.2	0.35	-1.8114e+22
0.25	0.35	-1.93767e+22
0.3	0.35	-1.97942e+22
0.35	0.35	-1.94334e+22
0.4	0.35	-1.81994e+22
0.45	0.35	-1.58579e+22
0.5	0.35	-1.21901e+22
0.55	0.35	-6.82082e+21
0.6	0.35	2.77418e+19

0	0.4	0
0.05	0.4	-6.41129e+21
0.1	0.4	-1.1391e+22
0.15	0.4	-1.47754e+22
0.2	0.4	-1.69561e+22
0.25	0.4	-1.81512e+22
0.3	0.4	-1.85473e+22
0.35	0.4	-1.81994e+22
0.4	0.4	-1.70314e+22
0.45	0.4	-1.4852e+22
0.5	0.4	-1.14493e+22
0.55	0.4	-6.43404e+21
0.6	0.4	2.42327e+19

0	0.45	0
0.05	0.45	-5.69212e+21
0.1	0.45	-1.00257e+22
0.15	0.45	-1.29247e+22
0.2	0.45	-1.47924e+22
0.25	0.45	-1.58217e+22
0.3	0.45	-1.61649e+22
0.35	0.45	-1.58579e+22
0.4	0.45	-1.4852e+22
0.45	0.45	-1.29899e+22
0.5	0.45	-1.00786e+22
0.55	0.45	-5.7155e+21
0.6	0.45	1.87828e+19

0	0.5	0
0.05	0.5	-4.55005e+21
0.1	0.5	-7.87312e+21
0.15	0.5	-1.00292e+22
0.2	0.5	-1.14065e+22
0.25	0.5	-1.21651e+22
0.3	0.5	-1.24177e+22
0.35	0.5	-1.21901e+22
0.4	0.5	-1.14493e+22
0.45	0.5	-1.00786e+22
0.5	0.5	-7.91607e+21
0.55	0.5	-4.57195e+21
0.6	0.5	1.16322e+19

0	0.55	0
0.05	0.55	-2.71587e+21
0.1	0.55	-4.54536e+21
0.15	0.55	-5.68718e+21
0.2	0.55	-6.4106e+21
0.25	0.55	-6.80757e+21
0.3	0.55	-6.94036e+21
0.35	0.55	-6.82082e+21
0.4	0.55	-6.43404e+21
0.45	0.55	-5.7155e+21
0.5	0.55	-4.57195e+21
0.55	0.55	-2.73238e+21
0.6	0.55	3.17195e+18

0	0.6	0
0.05	0.6	7.96521e+18
0.1	0.6	1.53367e+19
0.15	0.6	2.14715e+19
0.2	0.6	2.59765e+19
0.25	0.6	2.85981e+19
0.3	0.6	2.92041e+19
0.35	0.6	2.77416e+19
0.4	0.6	2.42326e+19
0.45	0.6	1.87829e+19
0.5	0.6	1.16323e+19
0.55	0.6	3.17202e+18
0.6	0.6	-5.90395e+18

