0.45	0.05	3.89521e+20
0.5	0.05	2.82314e+20
0.55	0.05	2.10055e+20
0.6	0.05	1.56543e+20
0.65	0.05	1.16932e+20
0.7	0.05	8.67617e+19
0.75	0.05	6.35863e+19
0.8	0.05	4.54254e+19
0.85	0.05	3.08552e+19
0.9	0.05	1.86864e+19
0.95	0.05	7.95207e+18
0.45	0.1	2.99808e+20
0.5	0.1	2.34749e+20
0.55	0.1	1.79768e+20
0.6	0.1	1.36482e+20
0.65	0.1	1.02988e+20
0.7	0.1	7.70215e+19
0.75	0.1	5.68375e+19
0.8	0.1	4.09484e+19
0.85	0.1	2.81774e+19
0.9	0.1	1.76097e+19
0.95	0.1	8.48237e+18
0.45	0.15	2.20275e+20
0.5	0.15	1.78157e+20
0.55	0.15	1.39787e+20
0.6	0.15	1.07545e+20
0.65	0.15	8.15897e+19
0.7	0.15	6.11003e+19
0.75	0.15	4.50056e+19
0.8	0.15	3.23012e+19
0.85	0.15	2.20919e+19
0.9	0.15	1.36662e+19
0.95	0.15	6.20346e+18
0.45	0.2	1.39151e+20
0.5	0.2	1.15975e+20
0.55	0.2	9.25112e+19
0.6	0.2	7.18474e+19
0.65	0.2	5.46978e+19
0.7	0.2	4.09548e+19
0.75	0.2	3.01019e+19
0.8	0.2	2.15472e+19
0.85	0.2	1.47152e+19
0.9	0.2	9.11627e+18
0.95	0.2	4.30183e+18
0.45	0.25	6.49104e+19
0.5	0.25	5.36799e+19
0.55	0.25	4.24993e+19
0.6	0.25	3.25791e+19
0.65	0.25	2.43604e+19
0.7	0.25	1.78465e+19
0.75	0.25	1.28051e+19
0.8	0.25	8.94284e+18
0.85	0.25	5.96447e+18
0.9	0.25	3.61821e+18
0.95	0.25	1.63146e+18
0.45	0.3	-8.16056e+18
0.5	0.3	-8.95234e+18
0.55	0.3	-8.97615e+18
0.6	0.3	-8.51134e+18
0.65	0.3	-7.7146e+18
0.7	0.3	-6.72628e+18
0.75	0.3	-5.63475e+18
0.8	0.3	-4.49986e+18
0.85	0.3	-3.35391e+18
0.9	0.3	-2.21637e+18
0.95	0.3	-1.08571e+18
0.45	0.35	-8.22262e+19
0.5	0.35	-7.23235e+19
0.55	0.35	-6.09609e+19
0.6	0.35	-4.99264e+19
0.65	0.35	-3.99783e+19
0.7	0.35	-3.13951e+19
0.75	0.35	-2.41119e+19
0.8	0.35	-1.79462e+19
0.85	0.35	-1.26594e+19
0.9	0.35	-8.03388e+18
0.95	0.35	-3.77467e+18
0.45	0.4	-1.5927e+20
0.5	0.4	-1.36706e+20
0.55	0.4	-1.12391e+20
0.6	0.4	-9.00866e+19
0.65	0.4	-7.08286e+19
0.7	0.4	-5.47617e+19
0.75	0.4	-4.1509e+19
0.8	0.4	-3.0563e+19
0.85	0.4	-2.13842e+19
0.9	0.4	-1.35e+19
0.95	0.4	-6.44886e+18
0.45	0.45	-2.4554e+20
0.5	0.45	-2.02447e+20
0.55	0.45	-1.61968e+20
0.6	0.45	-1.27155e+20
0.65	0.45	-9.84512e+19
0.7	0.45	-7.52234e+19
0.75	0.45	-5.64792e+19
0.8	0.45	-4.12507e+19
0.85	0.45	-2.86399e+19
0.9	0.45	-1.79283e+19
0.95	0.45	-8.22241e+18
0.45	0.5	-3.31468e+20
0.5	0.5	-2.63201e+20
0.55	0.5	-2.04466e+20
0.6	0.5	-1.57487e+20
0.65	0.5	-1.20527e+20
0.7	0.5	-9.13785e+19
0.75	0.5	-6.83014e+19
0.8	0.5	-4.97781e+19
0.85	0.5	-3.45865e+19
0.9	0.5	-2.17689e+19
0.95	0.5	-1.0538e+19
0.45	0.55	-4.31069e+20
0.5	0.55	-3.16369e+20
0.55	0.55	-2.37846e+20
0.6	0.55	-1.79031e+20
0.65	0.55	-1.3495e+20
0.7	0.55	-1.01008e+20
0.75	0.55	-7.46283e+19
0.8	0.55	-5.37058e+19
0.85	0.55	-3.66997e+19
0.9	0.55	-2.23197e+19
0.95	0.55	-9.46029e+18
