0	0.500034
0.015625	0.389548
0.03125	0.290172
0.046875	0.203023
0.0625	0.12883
0.078125	0.0678548
0.09375	0.0198532
0.109375	-0.0159199
0.125	-0.0406566
0.140625	-0.0558957
0.15625	-0.0633859
0.171875	-0.0649331
0.1875	-0.0622523
0.203125	-0.0568481
0.21875	-0.0499392
0.234375	-0.0424347
0.25	-0.0349559
0.265625	-0.0278917
0.28125	-0.0214653
0.296875	-0.0157956
0.3125	-0.0109405
0.328125	-0.00691971
0.34375	-0.00372113
0.359375	-0.00130098
0.375	0.000414575
0.390625	0.00152165
0.40625	0.00212582
0.421875	0.00232875
0.4375	0.00221917
0.453125	0.00187084
0.46875	0.00134646
0.484375	0.000704079
0.5	1.9518e-06
0.515625	-0.000700179
0.53125	-0.00134257
0.546875	-0.00186697
0.5625	-0.00221533
0.578125	-0.00232494
0.59375	-0.00212205
0.609375	-0.00151793
0.625	-0.000410913
0.640625	0.00130458
0.65625	0.00372466
0.671875	0.00692316
0.6875	0.0109439
0.703125	0.0157989
0.71875	0.0214685
0.734375	0.0278948
0.75	0.0349589
0.765625	0.0424376
0.78125	0.049942
0.796875	0.0568507
0.8125	0.0622548
0.828125	0.0649355
0.84375	0.0633882
0.859375	0.0558978
0.875	0.0406586
0.890625	0.0159217
0.90625	-0.0198516
0.921875	-0.0678535
0.9375	-0.128829
0.953125	-0.203022
0.96875	-0.290171
0.984375	-0.389548
1	-0.500034
