0.142857	0.142857
0.285714	0.142857
0.428571	0.142857
0.571429	0.142857
0.714286	0.142857
0.857143	0.142857
0.142857	0.285714
0.285714	0.285714
0.428571	0.285714
0.571429	0.285714
0.714286	0.285714
0.857143	0.285714
0.142857	0.428571
0.285714	0.428571
0.428571	0.428571
0.571429	0.428571
0.714286	0.428571
0.857143	0.428571
0.142857	0.571429
0.285714	0.571429
0.428571	0.571429
0.571429	0.571429
0.714286	0.571429
0.857143	0.571429
0.142857	0.714286
0.285714	0.714286
0.428571	0.714286
0.571429	0.714286
0.714286	0.714286
0.857143	0.714286
0.142857	0.857143
0.285714	0.857143
0.428571	0.857143
0.571429	0.857143
0.714286	0.857143
0.857143	0.857143
0.142857	1
0.285714	1
0.428571	1
0.571429	1
0.714286	1
0.857143	1
0.142857	1.14286
0.285714	1.14286
0.428571	1.14286
0.571429	1.14286
0.714286	1.14286
0.857143	1.14286
0.142857	1.28571
0.285714	1.28571
0.428571	1.28571
0.571429	1.28571
0.714286	1.28571
0.857143	1.28571
0.142857	1.42857
0.285714	1.42857
0.428571	1.42857
0.571429	1.42857
0.714286	1.42857
0.857143	1.42857
0.142857	1.57143
0.285714	1.57143
0.428571	1.57143
0.571429	1.57143
0.714286	1.57143
0.857143	1.57143
0.142857	1.71429
0.285714	1.71429
0.428571	1.71429
0.571429	1.71429
0.714286	1.71429
0.857143	1.71429
0.142857	1.85714
0.285714	1.85714
0.428571	1.85714
0.571429	1.85714
0.714286	1.85714
0.857143	1.85714
0	0.142857
0	0.285714
0	0.428571
0	0.571429
0	0.714286
0	0.857143
0	1
0	1.14286
0	1.28571
0	1.42857
0	1.57143
0	1.71429
0	1.85714
1	0.142857
1	0.285714
1	0.428571
1	0.571429
1	0.714286
1	0.857143
1	1
1	1.14286
1	1.28571
1	1.42857
1	1.57143
1	1.71429
1	1.85714
0.142857	0
0.285714	0
0.428571	0
0.571429	0
0.714286	0
0.857143	0
0.142857	2
0.285714	2
0.428571	2
0.571429	2
0.714286	2
0.857143	2
0	0
0	2
1	0
1	2
