0	0	0
0.508475	0	0
1.01695	0	0
1.52542	0	0
2.0339	0	0
2.54237	0	0
3.05085	0	0
3.55932	0	0
4.0678	0	0
4.57627	0	0
5.08475	0	0
5.59322	0	0
6.10169	0	0
6.61017	0	0
7.11864	0	0
7.62712	0	0
8.13559	0	0
8.64407	0	0
9.15254	0	0
9.66102	0	0
10.1695	0	0
10.678	0	0
11.1864	0	0
11.6949	0	0
12.2034	0	0
12.7119	0	0
13.2203	0	0
13.7288	0	0
14.2373	0	0
14.7458	0	0
15.2542	0	0
15.7627	0	0
16.2712	0	0
16.7797	0	0
17.2881	0	0
17.7966	0	0
18.3051	0	0
18.8136	0	0
19.322	0	0
19.8305	0	0
20.339	0	0
20.8475	0	0
21.3559	0	0
21.8644	0	0
22.3729	0	0
22.8814	0	0
23.3898	0	0
23.8983	0	0
24.4068	0	0
24.9153	0	0
25.4237	0	0
25.9322	0	0
26.4407	0	0
26.9492	0	0
27.4576	0	0
27.9661	0	0
28.4746	0	0
28.9831	0	0
29.4915	0	0
30	0	0

0	0.0714286	0
0.508475	0.0714286	-0.00147346
1.01695	0.0714286	-0.00229536
1.52542	0.0714286	-0.00349943
2.0339	0.0714286	-0.00472752
2.54237	0.0714286	-0.00586366
3.05085	0.0714286	-0.00685723
3.55932	0.0714286	-0.00773108
4.0678	0.0714286	-0.00855158
4.57627	0.0714286	-0.00936175
5.08475	0.0714286	-0.0101157
5.59322	0.0714286	-0.0106444
6.10169	0.0714286	-0.0106789
6.61017	0.0714286	-0.00993272
7.11864	0.0714286	-0.00821401
7.62712	0.0714286	-0.00551343
8.13559	0.0714286	-0.00203054
8.64407	0.0714286	0.00186953
9.15254	0.0714286	0.00574779
9.66102	0.0714286	0.00920027
10.1695	0.0714286	0.0119418
10.678	0.0714286	0.0138432
11.1864	0.0714286	0.0149173
11.6949	0.0714286	0.0152757
12.2034	0.0714286	0.0150772
12.7119	0.0714286	0.0144885
13.2203	0.0714286	0.0136572
13.7288	0.0714286	0.0127026
14.2373	0.0714286	0.0117127
14.7458	0.0714286	0.0107496
15.2542	0.0714286	0.00985204
15.7627	0.0714286	0.00904445
16.2712	0.0714286	0.00833732
16.7797	0.0714286	0.00773537
17.2881	0.0714286	0.00723519
17.7966	0.0714286	0.00683319
18.3051	0.0714286	0.00651982
18.8136	0.0714286	0.0062892
19.322	0.0714286	0.00612912
19.8305	0.0714286	0.00603441
20.339	0.0714286	0.00599124
20.8475	0.0714286	0.00599694
21.3559	0.0714286	0.00603572
21.8644	0.0714286	0.0061091
22.3729	0.0714286	0.00619807
22.8814	0.0714286	0.0063107
23.3898	0.0714286	0.0064224
23.8983	0.0714286	0.00655136
24.4068	0.0714286	0.00666325
24.9153	0.0714286	0.00679195
25.4237	0.0714286	0.00688601
25.9322	0.0714286	0.00700436
26.4407	0.0714286	0.00706531
26.9492	0.0714286	0.00716929
27.4576	0.0714286	0.0071805
27.9661	0.0714286	0.00727045
28.4746	0.0714286	0.00719759
28.9831	0.0714286	0.00723448
29.4915	0.0714286	0.00641178
30	0.0714286	0.00728863

0	0.142857	0
0.508475	0.142857	-0.00459078
1.01695	0.142857	-0.00783136
1.52542	0.142857	-0.0113248
2.0339	0.142857	-0.0146291
2.54237	0.142857	-0.0175096
3.05085	0.142857	-0.0198954
3.55932	0.142857	-0.0218605
4.0678	0.142857	-0.0235337
4.57627	0.142857	-0.0249385
5.08475	0.142857	-0.0258651
5.59322	0.142857	-0.0258491
6.10169	0.142857	-0.0242926
6.61017	0.142857	-0.020685
7.11864	0.142857	-0.0148146
7.62712	0.142857	-0.00687682
8.13559	0.142857	0.00254704
8.64407	0.142857	0.0126148
9.15254	0.142857	0.0224011
9.66102	0.142857	0.0310854
10.1695	0.142857	0.0380863
10.678	0.142857	0.0431221
11.1864	0.142857	0.0461857
11.6949	0.142857	0.0474771
12.2034	0.142857	0.0473111
12.7119	0.142857	0.0460462
13.2203	0.142857	0.044024
13.7288	0.142857	0.0415446
14.2373	0.142857	0.0388473
14.7458	0.142857	0.036118
15.2542	0.142857	0.0334861
15.7627	0.142857	0.0310438
16.2712	0.142857	0.0288427
16.7797	0.142857	0.0269156
17.2881	0.142857	0.0252677
17.7966	0.142857	0.0239008
18.3051	0.142857	0.0227948
18.8136	0.142857	0.0219388
19.322	0.142857	0.0212995
19.8305	0.142857	0.0208648
20.339	0.142857	0.0205935
20.8475	0.142857	0.0204793
21.3559	0.142857	0.0204739
21.8644	0.142857	0.0205834
22.3729	0.142857	0.020749
22.8814	0.142857	0.020997
23.3898	0.142857	0.0212511
23.8983	0.142857	0.021569
24.4068	0.142857	0.0218442
24.9153	0.142857	0.0221823
25.4237	0.142857	0.0224251
25.9322	0.142857	0.0227538
