0.993712 0.111964  0.111964
0.974928 0.222521  0.222521
0.943883 0.330279  0.330279
0.900969 0.433884  0.433884
0.846724 0.532032  0.532032
0.781831 0.62349  0.62349
0.707107 0.707107  0.707107
0.62349 0.781831  0.781831
0.532032 0.846724  0.846724
0.433884 0.900969  0.900969
0.330279 0.943883  0.943883
0.222521 0.974928  0.974928
0.111964 0.993712  0.993712
1.98742 0.223929  0.0559822
1.94986 0.445042  0.11126
1.88777 0.660558  0.16514
1.80194 0.867767  0.216942
1.69345 1.06406  0.266016
1.56366 1.24698  0.311745
1.41421 1.41421  0.353553
1.24698 1.56366  0.390916
1.06406 1.69345  0.423362
0.867767 1.80194  0.450484
0.660558 1.88777  0.471942
0.445042 1.94986  0.487464
0.223929 1.98742  0.496856
1.11111 0  0
1.22222 0  0
1.33333 0  0
1.44444 0  0
1.55556 0  0
1.66667 0  0
1.77778 0  0
1.88889 0  0
6.80337e-17 1.11111  0.9
7.48371e-17 1.22222  0.818182
8.16404e-17 1.33333  0.75
8.84438e-17 1.44444  0.692308
9.52472e-17 1.55556  0.642857
1.02051e-16 1.66667  0.6
1.08854e-16 1.77778  0.5625
1.15657e-16 1.88889  0.529412
1 0  0
6.12303e-17 1  1
2 0  0
1.22461e-16 2  0.5
