1 0  3.95871e-09
1.05263 0  0.00526964
1.10526 0  0.000439936
1.15789 0  0.0013698
1.21053 0  0.000192675
1.26316 0  8.27297e-06
1.31579 0  8.22292e-05
1.36842 0  8.38082e-05
1.42105 0  3.49325e-05
1.47368 0  4.65688e-05
1.52632 0  3.39117e-05
1.57895 0  1.31654e-06
1.63158 0  1.00222e-05
1.68421 0  4.66728e-05
1.73684 0  0.000143114
1.78947 0  5.32781e-05
1.84211 0  0.000180907
1.89474 0  2.57592e-05
1.94737 0  0.000153407
2 0  6.20056e-10

0.996584 0.0825793  0.00302674
1.04904 0.0869256  0.00600497
1.10149 0.0912719  0.00308097
1.15394 0.0956182  0.00139464
1.20639 0.0999645  0.00136531
1.25884 0.104311  0.00155617
1.3113 0.108657  0.00209433
1.36375 0.113003  0.00264788
1.4162 0.11735  0.00273104
1.46865 0.121696  0.00251619
1.5211 0.126042  0.00223583
1.57355 0.130388  0.00194095
1.62601 0.134735  0.00153177
1.67846 0.139081  0.00121162
1.73091 0.143427  0.00105141
1.78336 0.147774  0.000937688
1.83581 0.15212  0.000760203
1.88827 0.156466  0.000645233
1.94072 0.160812  0.000631151
1.99317 0.165159  0.000329584

0.986361 0.164595  0.00170881
1.03828 0.173257  0.000658264
1.09019 0.18192  0.00143706
1.1421 0.190583  0.00176291
1.19402 0.199246  0.00200689
1.24593 0.207909  0.00221813
1.29784 0.216572  0.00233281
1.34976 0.225235  0.00231647
1.40167 0.233898  0.00224576
1.45359 0.24256  0.00217656
1.5055 0.251223  0.00207687
1.55741 0.259886  0.00196597
1.60933 0.268549  0.00186953
1.66124 0.277212  0.00174418
1.71315 0.285875  0.00156864
1.76507 0.294538  0.0013573
1.81698 0.303201  0.00109866
1.8689 0.311863  0.000789764
1.92081 0.320526  0.000398631
1.97272 0.329189  0.00018114

0.9694 0.245485  0.000427281
1.02042 0.258406  0.000913821
1.07144 0.271326  0.00107402
1.12246 0.284246  0.00147405
1.17348 0.297167  0.00182495
1.22451 0.310087  0.00201472
1.27553 0.323007  0.00205413
1.32655 0.335928  0.0019981
1.37757 0.348848  0.0019244
1.42859 0.361768  0.00188295
1.47961 0.374688  0.00185584
1.53063 0.387609  0.00182317
1.58165 0.400529  0.00178717
1.63267 0.413449  0.00172279
1.6837 0.42637  0.00162419
1.73472 0.43929  0.00146058
1.78574 0.45221  0.0012037
1.83676 0.46513  0.000870494
1.88778 0.478051  0.000476126
1.9388 0.490971  6.93428e-05

0.945817 0.324699  7.81499e-06
0.995597 0.341789  0.000340008
1.04538 0.358878  0.000698301
1.09516 0.375968  0.000853444
1.14494 0.393057  0.000989178
1.19472 0.410147  0.00110546
1.2445 0.427236  0.00118593
1.29428 0.444326  0.00125286
1.34406 0.461415  0.00132066
1.39384 0.478504  0.00139365
1.44362 0.495594  0.00145753
1.4934 0.512683  0.00149319
1.54318 0.529773  0.0014913
1.59296 0.546862  0.00145258
1.64274 0.563952  0.00138077
1.69252 0.581041  0.00126332
1.74229 0.598131  0.00107341
1.79207 0.61522  0.00079999
1.84185 0.632309  0.000472298
1.89163 0.649399  3.06989e-05

0.915773 0.401695  0.000128965
0.963972 0.422837  0.000911237
1.01217 0.443979  0.000599127
1.06037 0.465121  0.000283196
1.10857 0.486263  7.3174e-05
1.15677 0.507405  0.000111631
1.20496 0.528547  0.000287843
1.25316 0.549688  0.000447806
1.30136 0.57083  0.000589877
1.34956 0.591972  0.000718434
1.39776 0.613114  0.000831761
1.44596 0.634256  0.000913127
1.49416 0.655398  0.000958599
1.54236 0.67654  0.000971652
1.59055 0.697682  0.000949146
1.63875 0.718823  0.000907884
1.68695 0.739965  0.000847402
1.73515 0.761107  0.000735067
1.78335 0.782249  0.000522214
1.83155 0.803391  3.6856e-05

