1.10193	0.0440901
1.18169	0.0587009
1.27104	0.0523842
1.40209	0.132959
1.50027	0.109922
1.63297	0.073683
1.71296	0.059407
1.82313	0.142896
1.89537	0.0140038
1.01679	0.202888
1.11281	0.156312
1.24841	0.155361
1.37182	0.245113
1.51995	0.20865
1.55805	0.264506
1.7364	0.234894
1.84197	0.306212
1.93364	0.285005
1.05075	0.279382
1.09304	0.298225
1.2567	0.417482
1.36328	0.375246
1.42271	0.364322
1.52246	0.38843
1.63225	0.454932
1.81827	0.482927
1.89233	0.50042
0.974097	0.366617
1.12541	0.425992
1.18797	0.431182
1.31874	0.493934
1.35847	0.567898
1.47882	0.670177
1.62413	0.661589
1.62363	0.766318
1.85437	0.678573
0.953976	0.533896
1.04207	0.517265
1.1365	0.63841
1.1611	0.717253
1.37436	0.712884
1.38145	0.783987
1.49848	0.85314
1.63986	0.882193
1.76273	0.893935
0.855715	0.60888
0.924239	0.680032
0.972932	0.756335
1.10237	0.844117
1.20294	0.874906
1.37195	0.907547
1.39875	1.03886
1.549	1.02286
1.61002	1.1391
0.837472	0.680719
0.850051	0.794182
0.915504	0.858857
0.995211	0.944406
1.14571	0.947113
1.21062	1.01451
1.2517	1.14865
1.37248	1.24518
1.40305	1.31737
0.679915	0.808336
0.749946	0.907247
0.851108	0.941357
0.934416	0.96698
0.944623	1.12079
1.00592	1.23051
1.1927	1.21082
1.21873	1.43221
1.34854	1.43372
0.64643	0.831895
0.616503	0.936299
0.749035	0.996432
0.781533	1.09078
0.859684	1.27269
0.94832	1.24367
0.989888	1.40585
1.15195	1.48446
1.14113	1.56417
0.513781	0.924183
0.545319	1.02951
0.576916	1.11344
0.672759	1.22783
0.72799	1.344
0.765241	1.39231
0.809099	1.55778
0.82956	1.64528
0.89663	1.73673
0.376348	0.94356
0.386796	1.07252
0.511312	1.15555
0.475123	1.26468
0.64523	1.3872
0.675478	1.50725
0.669159	1.58115
0.633892	1.74071
0.647329	1.79109
0.275464	1.0393
0.324834	1.11955
0.315395	1.21718
0.418912	1.27214
0.40173	1.44759
0.488917	1.48286
0.538416	1.62299
0.494312	1.79183
0.597331	1.80486
0.216977	1.07136
0.181737	1.19722
0.166466	1.24322
0.208972	1.41266
0.235178	1.45843
0.292787	1.5988
0.316733	1.6967
0.38389	1.75023
0.354456	1.94443
0.0252821	1.0848
0.0868267	1.16429
0.0697607	1.26804
0.0357982	1.38265
0.13097	1.50601
0.0601235	1.60112
0.132054	1.69801
0.151631	1.86435
0.18437	1.98206
0.993712	0.111964
0.974928	0.222521
0.943883	0.330279
0.900969	0.433884
0.846724	0.532032
0.781831	0.62349
0.707107	0.707107
0.62349	0.781831
0.532032	0.846724
0.433884	0.900969
0.330279	0.943883
0.222521	0.974928
0.111964	0.993712
1.98742	0.223929
1.94986	0.445042
1.88777	0.660558
1.80194	0.867767
1.69345	1.06406
1.56366	1.24698
1.41421	1.41421
1.24698	1.56366
1.06406	1.69345
0.867767	1.80194
0.660558	1.88777
0.445042	1.94986
0.223929	1.98742
1.11111	0
1.22222	0
1.33333	0
1.44444	0
1.55556	0
1.66667	0
1.77778	0
1.88889	0
6.80337e-17	1.11111
7.48371e-17	1.22222
8.16404e-17	1.33333
8.84438e-17	1.44444
9.52472e-17	1.55556
1.02051e-16	1.66667
1.08854e-16	1.77778
1.15657e-16	1.88889
1	0
6.12303e-17	1
2	0
1.22461e-16	2
