1.10193 0.0440901  0.0325112
1.18169 0.0587009  0.0406136
1.27104 0.0523842  0.0307367
1.40209 0.132959  0.064421
1.50027 0.109922  0.046163
1.63297 0.073683  0.0261946
1.71296 0.059407  0.0193718
1.82313 0.142896  0.0419525

1.89537 0.0140038  0.00388105
1.01679 0.202888  0.188457
1.11281 0.156312  0.12198
1.24841 0.155361  0.0962767
1.37182 0.245113  0.123963
1.51995 0.20865  0.0865653
1.55805 0.264506  0.103946
1.7364 0.234894  0.0751586

1.84197 0.306212  0.0868697
1.93364 0.285005  0.0743014
1.05075 0.279382  0.235361
1.09304 0.298225  0.231117
1.2567 0.417482  0.236767
1.36328 0.375246  0.185889
1.42271 0.364322  0.167042
1.52246 0.38843  0.155515

1.63225 0.454932  0.156814
1.81827 0.482927  0.135504
1.89233 0.50042  0.13025
0.974097 0.366617  0.338476
1.12541 0.425992  0.293616
1.18797 0.431182  0.269076
1.31874 0.493934  0.248022
1.35847 0.567898  0.261091

1.47882 0.670177  0.253366
1.62413 0.661589  0.214046
1.62363 0.766318  0.23695
1.85437 0.678573  0.173884
0.953976 0.533896  0.448619
1.04207 0.517265  0.38301
1.1365 0.63841  0.376457
1.1611 0.717253  0.38593

1.37436 0.712884  0.297017
1.38145 0.783987  0.310494
1.49848 0.85314  0.286436
1.63986 0.882193  0.253886
1.76273 0.893935  0.228858
0.855715 0.60888  0.553944
0.924239 0.680032  0.518756
0.972932 0.756335  0.500399

1.10237 0.844117  0.439352
1.20294 0.874906  0.396239
1.37195 0.907547  0.335337
1.39875 1.03886  0.341986
1.549 1.02286  0.296341
1.61002 1.1391  0.29293
0.837472 0.680719  0.587914
0.850051 0.794182  0.590706

0.915504 0.858857  0.547915
0.995211 0.944406  0.503878
1.14571 0.947113  0.429787
1.21062 1.01451  0.407356
1.2517 1.14865  0.398274
1.37248 1.24518  0.362287
1.40305 1.31737  0.355331
0.679915 0.808336  0.727691

0.749946 0.907247  0.657928
0.851108 0.941357  0.587527
0.934416 0.96698  0.537272
0.944623 1.12079  0.523644
1.00592 1.23051  0.488303
1.1927 1.21082  0.419608
1.21873 1.43221  0.404851
1.34854 1.43372  0.370254

0.64643 0.831895  0.752519
0.616503 0.936299  0.748552
0.749035 0.996432  0.644407
0.781533 1.09078  0.60872
0.859684 1.27269  0.541163
0.94832 1.24367  0.509809
0.989888 1.40585  0.475797
1.15195 1.48446  0.420177

1.14113 1.56417  0.41692
0.513781 0.924183  0.830745
0.545319 1.02951  0.762309
0.576916 1.11344  0.711786
0.672759 1.22783  0.629184
0.72799 1.344  0.576928
0.765241 1.39231  0.552727
0.809099 1.55778  0.50535

0.82956 1.64528  0.483962
0.89663 1.73673  0.454374
0.376348 0.94356  0.913565
0.386796 1.07252  0.830078
0.511312 1.15555  0.727628
0.475123 1.26468  0.696199
0.64523 1.3872  0.594262
0.675478 1.50725  0.552954

0.669159 1.58115  0.536243
0.633892 1.74071  0.506234
0.647329 1.79109  0.492776
0.275464 1.0393  0.906092
0.324834 1.11955  0.829043
0.315395 1.21718  0.774075
0.418912 1.27214  0.712541
0.40173 1.44759  0.642683

0.488917 1.48286  0.609171
0.538416 1.62299  0.554686
0.494312 1.79183  0.517179
0.597331 1.80486  0.498279
0.216977 1.07136  0.904346
0.181737 1.19722  0.821216
0.166466 1.24322  0.793644
0.208972 1.41266  0.693793

0.235178 1.45843  0.668889
0.292787 1.5988  0.604377
0.316733 1.6967  0.567857
0.38389 1.75023  0.543408
0.354456 1.94443  0.49771
0.0252821 1.0848  0.926551
0.0868267 1.16429  0.857749
0.0697607 1.26804  0.787176

0.0357982 1.38265  0.722718
0.13097 1.50601  0.658198
0.0601235 1.60112  0.622206
0.132054 1.69801  0.582651
0.151631 1.86435  0.529365
0.18437 1.98206  0.499922
