1.0000  1.000
0.8486  0.990
0.7065  0.980
0.5917  0.970
0.5102  0.960
0.4582  0.950
0.4276  0.940
0.4101  0.930
0.3993  0.920
0.3913  0.910
0.3838  0.900
-0.0620 0.500
-0.3756 0.200
-0.3869 0.180
-0.3854 0.160
-0.3690 0.140
-0.3381 0.120
-0.2960 0.100
-0.2472 0.080
-0.1951 0.060
-0.1392 0.040
-0.0757 0.020
0.0000  0.000
