1.000 0.0000
0.985 -0.0973
0.970 -0.2173
0.955 -0.3400
0.940 -0.4417
0.925 -0.5052
0.910 -0.5263
0.895 -0.5132
0.880 -0.4803
0.865 -0.4407
0.850 -0.4028
0.500  0.0258
0.150  0.3756
0.135  0.3705
0.120  0.3605
0.105  0.3460
0.090  0.3273
0.075  0.3041
0.060  0.2746
0.045  0.2349
0.030  0.1792
0.015  0.1019
0.000  0.0000
