0	0.5
0.015625	0.400973
0.03125	0.305609
0.046875	0.218183
0.0625	0.141557
0.078125	0.0774944
0.09375	0.026621
0.109375	-0.0114614
0.125	-0.0379391
0.140625	-0.0544996
0.15625	-0.0630517
0.171875	-0.0654954
0.1875	-0.0635619
0.203125	-0.0587242
0.21875	-0.052167
0.234375	-0.044796
0.25	-0.0372714
0.265625	-0.0300495
0.28125	-0.0234262
0.296875	-0.0175737
0.3125	-0.0125733
0.328125	-0.00844001
0.34375	-0.00514285
0.359375	-0.00262043
0.375	-0.000792811
0.390625	0.000429345
0.40625	0.00113809
0.421875	0.00142347
0.4375	0.00137062
0.453125	0.00105823
0.46875	0.000558343
0.484375	-6.28904e-05
0.5	-0.000743729
0.515625	-0.00142466
0.53125	-0.00204599
0.546875	-0.00254581
0.5625	-0.00285818
0.578125	-0.00291173
0.59375	-0.00262885
0.609375	-0.00192598
0.625	-0.000715023
0.640625	0.0010938
0.65625	0.00358736
0.671875	0.00684309
0.6875	0.0109201
0.703125	0.0158472
0.71875	0.021608
0.734375	0.0281209
0.75	0.035214
0.765625	0.0425944
0.78125	0.0498109
0.796875	0.0562126
0.8125	0.0609076
0.828125	0.06273
0.84375	0.0602289
0.859375	0.0516956
0.875	0.035248
0.890625	0.00898457
0.90625	-0.0287903
0.921875	-0.0792875
0.9375	-0.142941
0.953125	-0.219166
0.96875	-0.306223
0.984375	-0.401265
1	-0.5
